,date,open,high,low,close,volume
0,2020-06-02 09:27:00+05:30,236.0,236.0,236.0,236.0,0
1,2020-06-02 09:28:00+05:30,236.0,236.0,236.0,236.0,0
2,2020-06-02 09:29:00+05:30,236.0,236.0,236.0,236.0,0
3,2020-06-02 09:30:00+05:30,236.0,236.0,236.0,236.0,0
4,2020-06-02 09:31:00+05:30,236.0,236.0,236.0,236.0,0
5,2020-06-02 09:32:00+05:30,236.0,236.0,236.0,236.0,0
6,2020-06-02 09:33:00+05:30,236.0,236.0,236.0,236.0,75
7,2020-06-02 09:34:00+05:30,236.0,236.0,236.0,236.0,0
8,2020-06-02 09:35:00+05:30,236.0,236.0,236.0,236.0,0
9,2020-06-02 09:36:00+05:30,236.0,236.0,236.0,236.0,0
10,2020-06-02 09:37:00+05:30,236.0,236.0,236.0,236.0,0
11,2020-06-02 09:38:00+05:30,236.0,236.0,236.0,236.0,0
12,2020-06-02 09:39:00+05:30,236.0,236.0,236.0,236.0,0
13,2020-06-02 09:40:00+05:30,236.0,236.0,236.0,236.0,0
14,2020-06-02 09:41:00+05:30,236.0,236.0,236.0,236.0,0
15,2020-06-02 09:42:00+05:30,236.0,236.0,236.0,236.0,0
16,2020-06-02 09:43:00+05:30,236.0,236.0,236.0,236.0,0
17,2020-06-02 09:44:00+05:30,236.0,236.0,236.0,236.0,0
18,2020-06-02 09:45:00+05:30,236.0,236.0,236.0,236.0,0
19,2020-06-02 09:46:00+05:30,236.0,236.0,236.0,236.0,0
20,2020-06-02 09:47:00+05:30,236.0,236.0,236.0,236.0,0
21,2020-06-02 09:48:00+05:30,236.0,236.0,236.0,236.0,0
22,2020-06-02 09:49:00+05:30,236.0,236.0,236.0,236.0,0
23,2020-06-02 09:50:00+05:30,236.0,236.0,236.0,236.0,0
24,2020-06-02 09:51:00+05:30,236.0,236.0,236.0,236.0,0
25,2020-06-02 09:52:00+05:30,236.0,236.0,236.0,236.0,0
26,2020-06-02 09:53:00+05:30,236.0,236.0,236.0,236.0,0
27,2020-06-02 09:54:00+05:30,236.0,236.0,236.0,236.0,0
28,2020-06-02 09:55:00+05:30,236.0,236.0,236.0,236.0,0
29,2020-06-02 09:56:00+05:30,236.0,236.0,236.0,236.0,0
30,2020-06-02 09:57:00+05:30,236.0,236.0,236.0,236.0,0
31,2020-06-02 09:58:00+05:30,236.0,236.0,236.0,236.0,0
32,2020-06-02 09:59:00+05:30,236.0,236.0,236.0,236.0,0
33,2020-06-02 10:00:00+05:30,236.0,236.0,236.0,236.0,0
34,2020-06-02 10:01:00+05:30,236.0,236.0,236.0,236.0,0
35,2020-06-02 10:02:00+05:30,236.0,236.0,236.0,236.0,0
36,2020-06-02 10:03:00+05:30,236.0,236.0,236.0,236.0,0
37,2020-06-02 10:04:00+05:30,236.0,236.0,236.0,236.0,0
38,2020-06-02 10:05:00+05:30,236.0,236.0,236.0,236.0,0
39,2020-06-02 10:06:00+05:30,236.0,236.0,236.0,236.0,0
40,2020-06-02 10:07:00+05:30,236.0,236.0,236.0,236.0,0
41,2020-06-02 10:08:00+05:30,236.0,236.0,236.0,236.0,0
42,2020-06-02 10:09:00+05:30,236.0,236.0,236.0,236.0,0
43,2020-06-02 10:10:00+05:30,236.0,236.0,230.2,230.2,150
44,2020-06-02 10:11:00+05:30,230.2,230.2,230.2,230.2,0
45,2020-06-02 10:12:00+05:30,230.2,230.2,230.2,230.2,0
46,2020-06-02 10:13:00+05:30,230.2,230.2,230.2,230.2,0
47,2020-06-02 10:14:00+05:30,230.2,230.2,230.2,230.2,0
48,2020-06-02 10:15:00+05:30,230.2,230.2,230.2,230.2,0
49,2020-06-02 10:16:00+05:30,230.2,230.2,230.2,230.2,0
50,2020-06-02 10:17:00+05:30,230.2,230.2,230.2,230.2,0
51,2020-06-02 10:18:00+05:30,230.2,230.2,167.1,167.1,75
52,2020-06-02 10:19:00+05:30,167.1,167.1,167.1,167.1,0
53,2020-06-02 10:20:00+05:30,167.1,167.1,167.1,167.1,0
54,2020-06-02 10:21:00+05:30,167.1,167.1,167.1,167.1,0
55,2020-06-02 10:22:00+05:30,167.1,167.1,167.1,167.1,0
56,2020-06-02 10:23:00+05:30,167.1,167.1,167.1,167.1,0
57,2020-06-02 10:24:00+05:30,167.1,167.1,167.1,167.1,0
58,2020-06-02 10:25:00+05:30,167.1,167.1,167.1,167.1,0
59,2020-06-02 10:26:00+05:30,167.1,167.1,167.1,167.1,0
60,2020-06-02 10:27:00+05:30,167.1,167.1,167.1,167.1,0
61,2020-06-02 10:28:00+05:30,167.1,167.1,167.1,167.1,0
62,2020-06-02 10:29:00+05:30,167.1,167.1,167.1,167.1,0
63,2020-06-02 10:30:00+05:30,167.1,167.1,167.1,167.1,0
